CourseName,Syllabus,Version,Duration,Weeks,Department,Level,Credits,CreatedDate,UpdatedDate,Instructor,InstructorEmail,Category,Language,Mode,Price,Discount,SeatsAvailable,EnrolledCount,Rating,ReviewCount,Country,State,City,Course ID
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",3,23 weeks,23,ME,Beginner,10,07-12-2023,09-01-2025,Amber Rollins,graychristopher@hotmail.com,Engineering,Tamil,Offline,427.37,33.5,32,54,3,492,India,Andhra Pradesh,Visakhapatnam,CD04-DA
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",5,15 weeks,15,ECE,Intermediate,2,20-10-2023,14-04-2025,Pamela Banks,johnsonchristopher@gmail.com,Engineering,Tamil,Online,581.53,35.02,56,64,4.5,407,India,Karnataka,Mysore,CD03-ML
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,24 weeks,24,ECE,Beginner,3,30-09-2022,17-10-2024,Allison Thomas,lkey@gmail.com,Engineering,Tamil,Hybrid,350.32,47.32,76,81,3.9,422,India,Karnataka,Hubli,CD08-CS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,20 weeks,20,IT,Intermediate,5,18-06-2024,25-10-2024,Kyle Johnson,katelyn30@gmail.com,Engineering,English,Offline,626.07,42.56,25,79,2.2,335,India,Kerala,Alappuzha,CD06-CC
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",4,20 weeks,20,ECE,Advanced,1,15-03-2024,07-01-2025,Anne Howell,smithmelissa@gmail.com,Technology,English,Hybrid,654.39,48.42,43,87,2.2,109,India,Tamil Nadu,Salem,CD06-CC
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,14 weeks,14,IT,Advanced,2,25-02-2023,27-05-2025,Bryce Rodriguez,kristen93@jones-walker.info,Engineering,English,Offline,612.82,18.17,98,54,4.4,163,India,Andhra Pradesh,Vijayawada,CD08-CS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,22 weeks,22,CS,Beginner,5,19-10-2022,31-03-2025,Donald Davis,rhonda10@yahoo.com,Engineering,English,Hybrid,232.8,26.03,22,20,3.3,19,India,Tamil Nadu,Madurai,CD09-AT
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",5,19 weeks,19,ECE,Intermediate,8,09-03-2023,21-12-2024,Kevin Nelson,vwalters@yahoo.com,Computer Science,English,Online,131.49,12.95,42,50,2.6,274,India,Andhra Pradesh,Nellore,CD07-DO
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,20 weeks,20,IT,Intermediate,9,18-04-2024,27-03-2025,Danielle Reese,milesmitchell@yahoo.com,Computer Science,Tamil,Online,717.92,44.93,82,30,4.9,257,India,Kerala,Thrissur,CD07-DO
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,23 weeks,23,ME,Beginner,6,11-09-2023,31-01-2025,Kaylee Mclaughlin,njackson@hayes.com,Engineering,English,Offline,110.09,10.73,65,82,3.4,143,India,Karnataka,Mysore,CD05-FS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",1,24 weeks,24,CS,Intermediate,10,26-07-2024,20-02-2025,Marcus Wells,thomasgreene@thomas.com,Computer Science,English,Online,660.34,2.52,44,17,1.2,366,India,Karnataka,Bangalore,CD06-CC
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,19 weeks,19,CS,Advanced,3,14-03-2023,27-04-2025,Albert Hansen,vincent40@hotmail.com,Computer Science,English,Offline,117.5,14.39,56,76,2.4,205,India,Karnataka,Mysore,CD08-CS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,18 weeks,18,ECE,Advanced,7,20-03-2024,12-09-2024,Jason Sexton,hendersonbryan@hotmail.com,Programming,English,Hybrid,988.24,11.71,25,62,1.2,396,India,Kerala,Thrissur,CD09-AT
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,17 weeks,17,CS,Intermediate,9,04-02-2023,11-11-2024,David Hart,timothyschwartz@jordan.org,Computer Science,Tamil,Offline,304.73,8.66,61,4,1,282,India,Kerala,Thiruvananthapuram,CD05-FS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",4,13 weeks,13,ME,Advanced,2,19-02-2023,18-03-2025,Christopher Durham,cynthia87@barnes.com,Technology,English,Hybrid,545.74,22.1,50,56,2.7,400,India,Karnataka,Bangalore,CD09-AT
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",3,18 weeks,18,ECE,Advanced,5,23-01-2023,05-08-2024,Haley Hall,asandoval@yahoo.com,Technology,Tamil,Online,399.67,1.12,47,23,5,249,India,Karnataka,Belgaum,CD01-DS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",5,13 weeks,13,ECE,Beginner,8,28-11-2023,09-09-2024,Rebecca Phillips,morrislauren@gmail.com,Computer Science,Tamil,Offline,161.48,25.67,25,10,3.9,268,India,Andhra Pradesh,Visakhapatnam,CD02-AI
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",3,19 weeks,19,IT,Advanced,8,25-05-2024,12-04-2025,Laurie Gardner,djones@yahoo.com,Computer Science,Tamil,Offline,434.47,49.66,90,45,3.4,111,India,Tamil Nadu,Chennai,CD05-FS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,24 weeks,24,EEE,Advanced,10,21-08-2023,16-04-2025,Robert Morales,jonesmonica@rubio.biz,Computer Science,Tamil,Hybrid,954.3,8.85,91,98,3.7,485,India,Andhra Pradesh,Vijayawada,CD07-DO
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",3,21 weeks,21,CS,Beginner,6,22-08-2022,25-12-2024,Anthony Smith,brianmullen@gmail.com,Technology,Tamil,Online,374.59,46.12,73,12,1.6,488,India,Andhra Pradesh,Vijayawada,CD05-FS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,16 weeks,16,CS,Advanced,9,22-08-2022,15-12-2024,Kevin White,james19@holden.com,Programming,English,Offline,605.5,26.22,35,36,1.9,362,India,Kerala,Kochi,CD08-CS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,12 weeks,12,EEE,Advanced,8,25-07-2024,06-06-2025,Calvin Mcguire,steveclark@hernandez.com,Technology,Tamil,Hybrid,666.45,25.77,86,9,2.3,215,India,Andhra Pradesh,Kurnool,CD05-FS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",5,21 weeks,21,EEE,Advanced,1,03-02-2023,03-07-2025,Micheal Campos,anthonylewis@daugherty.com,Computer Science,Tamil,Offline,386.34,38.67,27,87,2.9,105,India,Kerala,Alappuzha,CD06-CC
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,14 weeks,14,CS,Advanced,5,19-04-2023,23-10-2024,Amy Mccullough,davisdanielle@williams.biz,Programming,Tamil,Offline,869.07,9.31,23,26,3.5,214,India,Tamil Nadu,Madurai,CD07-DO
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",2,23 weeks,23,ME,Beginner,6,16-07-2023,19-06-2025,Ryan Cook,thomasrodriguez@brown.com,Computer Science,English,Online,527.4,34.37,78,14,3.1,442,India,Karnataka,Mangalore,CD03-ML
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",1,13 weeks,13,EEE,Intermediate,9,20-06-2024,11-10-2024,Elizabeth Mcclain,rpruitt@santiago-weaver.com,Programming,English,Hybrid,470.47,49.54,60,63,4,357,India,Tamil Nadu,Salem,CD04-DA
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,21 weeks,21,ECE,Beginner,9,05-11-2022,05-11-2024,Mark Powers,john71@jones-johnson.biz,Computer Science,Tamil,Offline,301.3,48.64,52,48,4.8,377,India,Andhra Pradesh,Kurnool,CD06-CC
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",2,21 weeks,21,ECE,Intermediate,2,22-11-2022,20-12-2024,Michael Thomas,markstevens@gmail.com,Computer Science,Tamil,Hybrid,618.2,37.14,99,19,4.6,336,India,Kerala,Alappuzha,CD03-ML
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",3,14 weeks,14,ME,Advanced,5,03-07-2023,19-08-2024,Eugene Miller,andrew82@johnson.com,Programming,Tamil,Hybrid,253.9,2.59,74,90,4.5,143,India,Kerala,Kozhikode,CD07-DO
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",3,18 weeks,18,CE,Advanced,5,13-03-2024,05-06-2025,Donna Brooks,zevans@lopez.org,Programming,English,Hybrid,378.77,39.95,99,1,2.5,437,India,Karnataka,Hubli,CD07-DO
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",3,23 weeks,23,IT,Beginner,5,06-08-2023,27-01-2025,Rachael Shannon,gpace@gmail.com,Engineering,English,Online,341.95,23.88,22,34,2.6,310,India,Kerala,Thrissur,CD04-DA
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",1,23 weeks,23,ME,Intermediate,3,11-08-2023,13-11-2024,Amanda Hamilton,cruzbrandy@cox-snyder.com,Engineering,English,Offline,128.52,47.25,62,74,1.7,375,India,Tamil Nadu,Chennai,CD06-CC
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,20 weeks,20,CS,Advanced,4,22-10-2022,01-02-2025,Brian Hebert,xprince@salazar.com,Technology,Tamil,Offline,592.15,32.81,36,8,3.4,309,India,Karnataka,Mangalore,CD05-FS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",2,24 weeks,24,CS,Intermediate,5,10-08-2022,06-03-2025,Richard Wall,grayjason@lowery.org,Engineering,English,Online,853.01,23.77,82,44,3.8,286,India,Andhra Pradesh,Kurnool,CD01-DS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",1,17 weeks,17,EEE,Intermediate,3,28-09-2023,18-06-2025,Jerry Morris,jacqueline35@yahoo.com,Computer Science,Tamil,Offline,688.84,8.94,62,10,3.6,204,India,Karnataka,Bangalore,CD07-DO
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",5,17 weeks,17,IT,Advanced,7,06-12-2022,17-02-2025,Regina Gibson,bdillon@williams-thomas.net,Programming,Tamil,Hybrid,161.96,26.03,22,30,2.1,397,India,Kerala,Alappuzha,CD03-ML
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",3,12 weeks,12,IT,Beginner,6,31-08-2022,22-09-2024,Eileen Everett,channa@gonzalez-nichols.com,Technology,English,Hybrid,835.99,28.65,48,98,4.3,66,India,Tamil Nadu,Chennai,CD01-DS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",4,23 weeks,23,EEE,Beginner,6,07-07-2023,04-08-2024,Crystal Mcguire,mollyjohnson@perez.com,Engineering,Tamil,Online,606.36,7.69,45,47,2,377,India,Kerala,Alappuzha,CD01-DS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",1,18 weeks,18,CS,Intermediate,4,26-10-2023,27-01-2025,Alexander Gonzales,jose36@carpenter.org,Engineering,Tamil,Online,746.09,0.97,48,57,2.3,199,India,Tamil Nadu,Madurai,CD01-DS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",5,12 weeks,12,IT,Beginner,9,01-03-2023,30-03-2025,Christopher Hayes,dturner@burke.info,Technology,English,Offline,465.02,17.26,28,22,1.1,110,India,Karnataka,Belgaum,CD09-AT
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",5,15 weeks,15,CS,Intermediate,3,27-01-2023,08-07-2025,Michael Dunn,marylewis@stevens.com,Technology,Tamil,Offline,657.41,23.19,88,54,3.7,78,India,Tamil Nadu,Coimbatore,CD07-DO
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",1,16 weeks,16,ME,Intermediate,9,23-01-2023,11-01-2025,Paul Lynch,patrickserrano@ball.biz,Technology,English,Hybrid,739.31,7.85,68,10,3.8,470,India,Andhra Pradesh,Vijayawada,CD03-ML
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",5,16 weeks,16,EEE,Beginner,2,21-07-2023,20-02-2025,Jason Trujillo,jennifer57@yahoo.com,Programming,Tamil,Online,509.56,32.73,47,90,1.9,249,India,Karnataka,Bangalore,CD06-CC
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",5,12 weeks,12,IT,Intermediate,7,30-08-2022,23-08-2024,Angela Lewis,guyparker@hotmail.com,Technology,Tamil,Hybrid,953.05,34.13,26,1,2.5,341,India,Kerala,Alappuzha,CD06-CC
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,12 weeks,12,EEE,Beginner,10,17-09-2023,13-09-2024,Mrs. Tara Garcia,griffintrevor@yahoo.com,Programming,English,Online,368.03,20.34,73,59,2.3,105,India,Kerala,Kochi,CD09-AT
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",3,16 weeks,16,EEE,Beginner,3,24-01-2023,21-11-2024,Sarah Watkins,fking@hotmail.com,Engineering,English,Online,714.01,20.66,51,47,4.7,382,India,Kerala,Kozhikode,CD02-AI
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",1,19 weeks,19,EEE,Intermediate,6,22-11-2023,07-05-2025,Phillip Freeman,cassandrahill@harper.biz,Engineering,English,Online,937.02,46.56,70,6,1.1,82,India,Karnataka,Hubli,CD06-CC
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,18 weeks,18,CS,Intermediate,5,06-11-2023,23-03-2025,Michael White II,frances54@lee.com,Programming,English,Online,233.65,12.52,32,72,3.4,155,India,Karnataka,Mysore,CD09-AT
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",4,21 weeks,21,CS,Beginner,3,22-02-2024,21-01-2025,Nathaniel Anderson,lisa35@alexander.com,Technology,Tamil,Online,174.75,49.57,100,63,4.1,409,India,Kerala,Thrissur,CD01-DS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",4,24 weeks,24,ECE,Advanced,9,21-02-2023,15-07-2025,Isabel Campbell,thomas67@gmail.com,Computer Science,English,Hybrid,830.41,49.12,100,4,2.2,448,India,Kerala,Thiruvananthapuram,CD02-AI
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",5,14 weeks,14,ECE,Beginner,7,09-03-2024,10-02-2025,Mary Brooks,ssmith@yahoo.com,Programming,Tamil,Online,185.71,17.33,22,17,1.6,331,India,Karnataka,Bangalore,CD04-DA
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",5,18 weeks,18,ME,Advanced,2,11-03-2023,08-10-2024,Brian Kim,randy14@higgins.com,Computer Science,Tamil,Offline,651.45,18.06,63,0,2.1,65,India,Kerala,Alappuzha,CD06-CC
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",5,24 weeks,24,CS,Intermediate,1,14-11-2022,30-09-2024,Dr. Shelly Frank,daviesmichael@price-campbell.com,Technology,Tamil,Hybrid,266.43,8.04,90,18,2.5,340,India,Kerala,Thrissur,CD01-DS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,24 weeks,24,CS,Beginner,5,21-08-2022,13-08-2024,Michael Reilly,rherrera@hotmail.com,Programming,English,Offline,301.54,10.28,71,75,3.7,47,India,Tamil Nadu,Coimbatore,CD03-ML
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",5,21 weeks,21,ME,Advanced,2,24-01-2023,21-10-2024,Angela Wagner,nelsonsamuel@gmail.com,Technology,Tamil,Offline,633.85,32.11,36,65,2.4,243,India,Andhra Pradesh,Nellore,CD03-ML
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",1,17 weeks,17,ECE,Intermediate,4,05-02-2023,31-05-2025,Lisa Jones,james68@hotmail.com,Computer Science,Tamil,Offline,200.97,18.58,61,0,4.9,70,India,Kerala,Kozhikode,CD04-DA
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",3,12 weeks,12,IT,Intermediate,9,26-01-2023,28-05-2025,Margaret Owens,kmoyer@hotmail.com,Engineering,English,Online,955.64,26.74,92,33,1.4,278,India,Kerala,Alappuzha,CD05-FS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,17 weeks,17,ECE,Beginner,5,04-11-2022,16-05-2025,Alicia Hood,hhall@yahoo.com,Engineering,Tamil,Offline,704.44,39.22,36,81,4.7,128,India,Tamil Nadu,Coimbatore,CD07-DO
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,20 weeks,20,ECE,Beginner,6,17-11-2022,26-08-2024,Cameron Nelson,humphreykaren@hughes.com,Technology,Tamil,Online,997.35,45.17,85,0,1.2,201,India,Kerala,Thiruvananthapuram,CD08-CS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,21 weeks,21,CS,Advanced,1,10-04-2023,29-06-2025,Renee Silva,dicksonangelica@gmail.com,Engineering,Tamil,Offline,421.46,45.43,33,82,1.3,242,India,Tamil Nadu,Coimbatore,CD07-DO
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,23 weeks,23,CE,Intermediate,5,20-10-2022,26-11-2024,Angela Wood,csexton@burgess.com,Engineering,Tamil,Hybrid,889.62,46.48,88,44,5,251,India,Tamil Nadu,Salem,CD09-AT
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",4,12 weeks,12,ECE,Advanced,7,24-10-2023,12-12-2024,Joseph Walker,sespinoza@gmail.com,Programming,Tamil,Hybrid,489.88,17.92,25,28,2.1,146,India,Andhra Pradesh,Nellore,CD08-CS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",3,12 weeks,12,CS,Beginner,1,28-08-2022,01-05-2025,Lauren Bell,wheath@yahoo.com,Computer Science,English,Online,605.53,7.2,98,26,2,424,India,Kerala,Thiruvananthapuram,CD01-DS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",2,19 weeks,19,IT,Advanced,2,10-03-2023,14-06-2025,Michelle Odom,whitejennifer@garcia.com,Programming,Tamil,Hybrid,275.6,23.11,68,0,3.6,310,India,Tamil Nadu,Trichy,CD06-CC
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,20 weeks,20,EEE,Advanced,2,25-02-2024,07-10-2024,Daniel Moss,jeffhahn@jones.org,Technology,English,Offline,500.58,42.53,54,99,2.8,224,India,Karnataka,Mangalore,CD09-AT
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,14 weeks,14,ME,Advanced,8,04-04-2024,24-09-2024,Karina Myers,jenniferjohnson@jones.com,Technology,Tamil,Online,615.65,1.54,87,42,2.4,427,India,Andhra Pradesh,Nellore,CD08-CS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",1,20 weeks,20,ME,Intermediate,4,04-06-2024,26-12-2024,Brittany Haas,jonathancoleman@gmail.com,Engineering,English,Offline,705.71,48.82,47,26,4.3,164,India,Karnataka,Mangalore,CD09-AT
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",1,17 weeks,17,ME,Intermediate,3,17-01-2024,22-10-2024,Todd Vasquez,adamselizabeth@paul-vega.biz,Technology,English,Offline,327.72,36.74,56,45,4.9,458,India,Tamil Nadu,Salem,CD02-AI
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",4,15 weeks,15,CE,Intermediate,8,30-03-2023,19-12-2024,Lauren Mitchell,michellethomas@alvarado.biz,Engineering,English,Online,962.6,32.02,41,24,1.7,81,India,Kerala,Alappuzha,CD08-CS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,23 weeks,23,CE,Advanced,3,05-05-2023,30-01-2025,Joe Martin,ocompton@murray.com,Programming,Tamil,Online,129.75,26.58,89,67,4.2,297,India,Kerala,Thrissur,CD08-CS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",5,18 weeks,18,EEE,Beginner,7,29-04-2023,27-03-2025,Eric Phillips,prodriguez@riddle.com,Programming,English,Offline,491.86,43.35,40,41,3.6,392,India,Andhra Pradesh,Vijayawada,CD02-AI
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",1,17 weeks,17,EEE,Intermediate,9,16-09-2023,11-12-2024,Marisa Nguyen,ynichols@hahn.com,Technology,Tamil,Hybrid,505.87,38.19,66,54,1.3,41,India,Kerala,Alappuzha,CD01-DS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,12 weeks,12,EEE,Beginner,2,02-08-2023,22-05-2025,John Richards,rivasmelissa@yahoo.com,Engineering,Tamil,Online,474.99,13.9,64,84,2.3,392,India,Kerala,Thrissur,CD06-CC
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",2,12 weeks,12,ECE,Advanced,9,10-01-2024,27-08-2024,Danny Frazier,hunterdawn@hanson-wilcox.com,Engineering,Tamil,Hybrid,267.26,28.14,39,36,3.4,382,India,Kerala,Kozhikode,CD01-DS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,17 weeks,17,IT,Beginner,2,14-04-2023,05-06-2025,Jose Frazier,wanda89@russell-stout.net,Programming,Tamil,Online,182.06,32.56,24,36,4.7,161,India,Karnataka,Mangalore,CD05-FS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,20 weeks,20,CE,Beginner,8,17-05-2023,18-10-2024,Regina Wagner,cvaughn@moreno.com,Programming,Tamil,Offline,956.98,17.04,23,33,3.5,432,India,Andhra Pradesh,Visakhapatnam,CD08-CS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",2,13 weeks,13,ECE,Beginner,9,23-04-2024,20-11-2024,Michael Griffith,thomasproctor@yahoo.com,Technology,English,Online,987.91,15.02,44,64,1.2,86,India,Kerala,Thiruvananthapuram,CD04-DA
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",2,17 weeks,17,ME,Advanced,3,13-03-2024,23-04-2025,Ian Medina,jennifer63@gmail.com,Technology,English,Hybrid,592.69,22.96,80,37,3.5,494,India,Tamil Nadu,Salem,CD02-AI
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",2,20 weeks,20,EEE,Beginner,10,30-08-2023,16-03-2025,Lauren Huber,wendylara@gmail.com,Programming,Tamil,Offline,638.49,46.93,79,71,3.4,33,India,Andhra Pradesh,Vijayawada,CD02-AI
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,19 weeks,19,CE,Advanced,10,14-10-2022,06-07-2025,Roberta Adams,grantsean@peters.com,Engineering,Tamil,Hybrid,661.34,33.54,79,42,3.1,330,India,Andhra Pradesh,Kurnool,CD09-AT
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,24 weeks,24,ME,Intermediate,8,09-11-2022,07-07-2025,Michelle Hernandez,burkejames@hotmail.com,Engineering,Tamil,Online,461.05,28.5,26,45,1,57,India,Tamil Nadu,Coimbatore,CD07-DO
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",3,15 weeks,15,CE,Intermediate,10,17-01-2024,02-06-2025,Steven Avila,sparker@thompson.biz,Engineering,Tamil,Hybrid,583.25,9.96,49,3,4.9,314,India,Andhra Pradesh,Visakhapatnam,CD07-DO
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,21 weeks,21,CE,Beginner,3,19-03-2023,13-07-2025,Sandra Newman,ashleydickerson@price-bennett.com,Technology,Tamil,Hybrid,271.71,29.47,80,86,1.3,406,India,Tamil Nadu,Trichy,CD09-AT
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,20 weeks,20,CE,Intermediate,8,19-10-2022,28-02-2025,Adam Bowman,fritzjohn@mccann.com,Programming,Tamil,Hybrid,766.04,33.1,42,87,3,114,India,Kerala,Kozhikode,CD03-ML
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",2,12 weeks,12,ME,Advanced,10,26-10-2022,25-01-2025,Joel Smith,troberts@yahoo.com,Programming,English,Offline,251.82,30.84,38,71,2.4,47,India,Andhra Pradesh,Nellore,CD03-ML
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",3,16 weeks,16,EEE,Beginner,6,21-05-2023,02-08-2024,Robert Hansen,ashley27@hotmail.com,Technology,English,Online,792.22,2.15,35,30,2.9,173,India,Karnataka,Hubli,CD07-DO
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,20 weeks,20,IT,Advanced,6,08-09-2022,14-01-2025,Courtney Jones,rileymelissa@avila.net,Engineering,English,Hybrid,474.03,28.83,60,81,2.3,240,India,Karnataka,Mangalore,CD09-AT
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,13 weeks,13,CE,Beginner,7,07-07-2023,08-03-2025,April Jackson,jordanemily@gmail.com,Computer Science,Tamil,Online,327.54,37.37,85,70,2.3,5,India,Tamil Nadu,Trichy,CD05-FS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",3,21 weeks,21,EEE,Advanced,1,01-05-2024,25-05-2025,Paul Martin,glennmadison@hotmail.com,Programming,Tamil,Offline,694.74,13.39,27,38,3.4,418,India,Andhra Pradesh,Nellore,CD05-FS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,16 weeks,16,CE,Intermediate,8,08-02-2023,07-12-2024,Marilyn Ford,cruiz@hotmail.com,Programming,Tamil,Offline,797.49,4.58,93,20,4.9,44,India,Karnataka,Mangalore,CD09-AT
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",5,15 weeks,15,CE,Intermediate,8,01-01-2023,22-03-2025,Jeffrey Luna,bautistakaren@gmail.com,Engineering,Tamil,Offline,106.05,46.53,20,81,4.8,42,India,Karnataka,Belgaum,CD06-CC
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",5,13 weeks,13,CE,Beginner,9,05-01-2023,24-04-2025,George Gamble,mooreveronica@gmail.com,Programming,Tamil,Offline,477.18,48.29,74,84,2.7,401,India,Andhra Pradesh,Guntur,CD03-ML
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",5,18 weeks,18,ECE,Intermediate,7,25-03-2024,12-02-2025,Dale Combs,patrickcraig@gmail.com,Programming,Tamil,Hybrid,707.96,5.06,34,46,4.3,191,India,Kerala,Kozhikode,CD01-DS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",3,18 weeks,18,ME,Beginner,2,01-12-2023,23-06-2025,Lisa Stone,jimenezlorraine@phillips.biz,Programming,Tamil,Hybrid,463.06,35.8,70,59,1.5,347,India,Tamil Nadu,Trichy,CD02-AI
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",4,17 weeks,17,CS,Intermediate,9,21-09-2022,01-09-2024,Robert Guzman,chasekristy@yahoo.com,Engineering,English,Online,581.63,42.6,60,32,3,151,India,Karnataka,Belgaum,CD03-ML
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,23 weeks,23,CE,Advanced,1,24-11-2022,10-01-2025,Matthew Taylor,tfisher@brooks-jones.com,Engineering,English,Online,281.58,47.07,33,80,1.2,237,India,Karnataka,Mysore,CD08-CS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",2,22 weeks,22,CS,Beginner,1,28-02-2024,05-04-2025,Ryan Montgomery,jonathanalexander@woodward.com,Technology,English,Online,549.05,36.85,60,51,1.2,451,India,Karnataka,Mangalore,CD02-AI
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",1,20 weeks,20,ECE,Intermediate,6,24-07-2023,05-05-2025,Melissa Meyer,cynthia12@chapman-wilson.com,Engineering,Tamil,Online,562.47,36.27,95,69,1.9,43,India,Kerala,Thrissur,CD09-AT
