SalesID,SalesPersonName,Region,LeadsGenerated,Conversions,Revenue,Month,Email,PhoneNumber,Age,ExperienceYears,Team,JoiningDate,TargetAchieved,CustomerSatisfaction,CommissionEarned,LastLogin,FeedbackComments,SalesChannel,Certifications,Course ID
2583,Monica Alexander,West,76,14,9529.42,2024-04,wevans@dudley-clark.com,(183)314-9476x25467,37,13,Beta,2021-01-31,Yes,8,292.49,2025-07-24 08:41:30,Only far commercial animal clearly.,Offline,None,CD08-CS
2584,Brandon Patton,North,47,49,7773.42,2022-10,rebecca44@bell.info,001-630-315-9069,41,11,Beta,2021-10-10,No,5,449.14,2025-06-11 15:47:46,Where security condition feel forget product former want.,Hybrid,Certified Seller,CD08-CS
2585,William Thompson,Central,92,29,8847.5,2022-12,karismith@hotmail.com,138.124.7586,22,18,Gamma,2020-10-07,Yes,5,564.03,2025-04-08 08:11:37,End also game.,Hybrid,None,CD09-AT
2586,Catherine Butler,Central,45,1,4953.06,2024-02,tonybautista@gmail.com,(067)200-3322x98107,45,4,Alpha,2020-12-24,Yes,9,753.5,2025-07-10 13:45:13,Board face building.,Offline,Elite Trainer,CD04-DA
2587,Dustin Schmitt,East,87,14,1162.81,2022-07,molly10@yahoo.com,653-213-6151x6467,24,5,Alpha,2020-11-12,No,4,610.78,2025-05-18 03:21:05,Administration most people beyond.,Hybrid,Elite Trainer,CD03-ML
2588,Emily Cook,North,51,8,5995.79,2022-04,millerbrandon@rush-moore.com,966.434.7367x741,40,5,Beta,2022-04-26,Yes,5,881.71,2025-05-24 23:11:53,Assume list writer.,Hybrid,Elite Trainer,CD04-DA
2589,Isabel Carlson,Central,17,45,8351.94,2022-01,kimberlychambers@snow.biz,(464)759-0380x8349,24,11,Gamma,2023-06-16,No,5,545.44,2025-04-15 00:25:21,Happy student member happen PM true name.,Online,None,CD07-DO
2590,Mitchell Thompson,South,91,47,9327.56,2024-10,robert23@wood.com,(346)025-1995x739,34,1,Gamma,2023-02-28,No,3,817.97,2025-03-30 00:23:36,Authority down kind alone total.,Offline,Certified Seller,CD08-CS
2591,Gina Coleman,Central,100,50,7178.94,2022-09,douglas35@hotmail.com,+1-893-616-5691x79134,22,15,Alpha,2021-07-02,Yes,6,355.91,2025-05-07 22:39:58,Food contain thought choice throughout travel.,Online,None,CD03-ML
2592,Thomas Valenzuela,South,23,15,2566.11,2023-01,clinton08@yahoo.com,001-534-827-3169x1727,50,16,Beta,2023-12-19,Yes,1,169.22,2025-04-01 10:07:46,Against short everything space art.,Hybrid,Elite Trainer,CD03-ML
2593,Rhonda Morales,West,93,5,3242.59,2024-06,mrichardson@patrick.com,051-318-5479,45,2,Gamma,2020-09-20,No,7,782.22,2025-04-23 15:49:44,Way recognize write citizen guess window.,Online,Elite Trainer,CD01-DS
2594,Daniel Brown,Central,11,36,6487.46,2022-02,mejiazachary@yahoo.com,266.141.9950,49,18,Alpha,2021-12-16,No,3,733.24,2025-05-09 08:29:58,Most hour start provide green evening.,Online,Certified Seller,CD06-CC
2595,Carolyn Campbell,Central,38,21,6344.2,2024-07,austin99@wright-williams.biz,708.601.3764x33460,25,2,Alpha,2023-04-15,No,6,466.98,2025-06-20 01:19:04,Painting only fear that economic foreign.,Offline,Elite Trainer,CD01-DS
2596,Danielle White,North,69,12,5276.61,2022-04,latasha02@lee.info,642-565-3864,37,3,Gamma,2024-02-15,Yes,3,642.43,2025-07-06 00:42:45,Relationship leg available any property us seek material.,Offline,Elite Trainer,CD03-ML
2597,Kathy Kim,North,13,38,6678.27,2023-06,charlessmith@robbins.com,+1-203-974-1564x57802,29,20,Alpha,2022-11-02,Yes,8,608.25,2025-07-06 00:24:56,Military hear less early measure.,Offline,Certified Seller,CD03-ML
2598,Angela Kelley,West,30,0,2628.36,2022-01,edwardskristine@hotmail.com,639.359.3802,31,14,Beta,2022-02-03,No,9,696.63,2025-03-23 04:54:17,Hair attorney total central hair he.,Offline,None,CD02-AI
2599,Wayne Ford,East,27,36,7362.11,2023-08,swood@flores.net,766-622-3235x600,43,8,Gamma,2021-07-01,Yes,6,878.55,2025-06-19 01:08:08,Image too them eat about.,Offline,None,CD06-CC
2600,Victoria Mullen,North,28,25,3213.29,2023-05,joseph28@shields-patel.info,(807)543-0030,35,19,Alpha,2020-11-09,Yes,3,762.53,2025-01-26 10:19:25,Fill left pretty between.,Offline,Elite Trainer,CD03-ML
2601,Erin Lee,Central,71,43,6821.0,2024-01,matthew70@yahoo.com,112.579.5110x629,34,7,Gamma,2021-03-20,Yes,7,708.72,2025-06-23 10:20:58,Page pretty check middle dark.,Offline,None,CD01-DS
2602,Jessica Johnson,East,83,8,7935.24,2023-12,uallen@hotmail.com,192.822.0272,33,17,Gamma,2022-10-25,Yes,7,328.48,2025-06-08 23:01:08,World technology present apply between administration billion.,Online,Certified Seller,CD08-CS
2603,Anthony Willis,East,96,19,4105.37,2022-04,norrisrhonda@rios-callahan.info,+1-776-506-3372x871,39,1,Gamma,2022-03-08,Yes,5,586.65,2025-03-22 15:35:47,Forget put issue throughout.,Online,None,CD01-DS
2604,Nathan Stevens,East,18,15,7237.91,2024-02,steve68@hotmail.com,+1-757-359-8165x515,46,13,Beta,2024-03-16,Yes,10,837.91,2025-07-02 09:53:11,News after better.,Hybrid,Certified Seller,CD04-DA
2605,Janet Brooks,South,69,20,9245.91,2024-06,nancywall@hotmail.com,001-099-968-8680,33,20,Alpha,2022-08-04,No,9,891.78,2025-02-10 23:42:34,Notice data knowledge knowledge long set others.,Hybrid,Elite Trainer,CD09-AT
2606,Brian Lester,East,45,7,9972.14,2023-09,savannahramirez@shaw.com,613.502.8103,26,4,Gamma,2022-03-28,No,6,731.17,2025-06-06 16:09:21,Character prove give fund left rate.,Offline,Certified Seller,CD07-DO
2607,Jasmine Reed,South,97,16,2684.37,2023-04,robertpalmer@mccarty-miller.com,758.296.7584,25,13,Beta,2022-03-21,Yes,10,312.31,2025-06-26 04:02:25,Box look respond page four seat perform assume.,Hybrid,Certified Seller,CD05-FS
2608,Victoria Aguilar,Central,31,2,9161.15,2023-06,wjones@hotmail.com,580.587.4535,32,2,Gamma,2023-05-07,No,7,761.63,2025-06-28 13:19:08,After effort service we.,Online,Certified Seller,CD09-AT
2609,Raymond Krause,South,16,12,8252.09,2022-03,mark89@austin.biz,(640)676-9778,43,9,Beta,2023-12-27,No,6,381.7,2025-04-28 22:14:47,Next too able candidate agree special.,Online,None,CD03-ML
2610,Catherine Buckley,West,90,18,2125.47,2024-01,longbrian@hotmail.com,392-064-4989x7066,45,2,Gamma,2021-02-13,Yes,10,991.09,2025-06-09 23:45:30,Nothing animal once scientist benefit reduce or.,Hybrid,Elite Trainer,CD07-DO
2611,Elizabeth Robinson,West,55,48,9626.43,2022-04,amanda33@fleming.biz,(260)054-5569x31133,49,7,Beta,2023-09-13,Yes,1,462.04,2025-05-16 08:00:58,International up shake less third third last.,Hybrid,None,CD09-AT
2612,Sarah Johnson,North,87,26,8795.17,2023-08,marc86@davis-mcgee.com,+1-740-340-8673,47,3,Beta,2020-09-18,Yes,8,307.86,2025-01-28 12:02:49,Physical radio bag mouth increase fall.,Offline,None,CD05-FS
2613,Jordan Perez,North,86,14,6985.14,2022-07,jacksonnathaniel@morales.biz,001-142-563-3241x1728,22,19,Alpha,2022-08-25,Yes,5,321.28,2025-01-28 06:51:47,Account his voice recently almost.,Online,None,CD03-ML
2614,Mr. Bryan Wheeler,West,35,46,4273.95,2023-05,williamsdustin@warren.com,4287910470,25,16,Alpha,2021-05-13,No,6,288.97,2025-07-26 15:23:40,Treat fire chair without us catch total.,Hybrid,Certified Seller,CD03-ML
2615,Amy Garcia,North,70,35,5350.14,2024-06,angela81@lloyd-hall.net,001-319-164-2429x8022,23,6,Beta,2021-12-19,Yes,6,440.91,2025-02-01 04:27:39,Language mission put sea somebody why.,Offline,Certified Seller,CD07-DO
2616,Sylvia Herman,West,56,28,7609.45,2023-10,nguyengerald@hotmail.com,695-666-7691x72975,39,16,Alpha,2021-10-13,Yes,4,134.34,2025-01-02 07:04:46,Add develop treat money respond return address husband.,Online,Elite Trainer,CD08-CS
2617,Paul Berger,North,89,11,3997.73,2024-01,jessica09@yahoo.com,9900616978,28,4,Gamma,2023-08-05,No,1,832.65,2025-02-03 16:43:01,Song article use rich.,Hybrid,None,CD05-FS
2618,Deanna Williams,West,39,17,1490.94,2023-09,mclark@fletcher.org,001-582-681-2298x9960,38,14,Alpha,2024-04-27,No,8,899.63,2025-03-23 06:18:02,Past growth behavior accept free right.,Online,Elite Trainer,CD03-ML
2619,Daniel Thomas,North,40,39,7349.45,2023-09,amymarshall@hotmail.com,204.662.8043,37,1,Alpha,2021-10-04,Yes,8,354.26,2025-07-10 21:20:05,Interview edge north create threat management door.,Online,None,CD01-DS
2620,Mark Brooks,Central,98,17,1176.34,2022-07,dmorgan@hotmail.com,759.061.0243x7859,27,0,Gamma,2021-03-03,No,10,700.66,2025-01-26 12:53:22,Represent change recently test.,Online,None,CD08-CS
2621,Joseph Wilson,South,94,10,4902.38,2022-04,smithkathy@gray.net,001-042-836-3648x035,45,0,Beta,2020-10-13,No,2,977.01,2025-06-04 09:24:36,True within bank between response suggest way then.,Hybrid,Certified Seller,CD01-DS
2622,Adam Compton,South,30,6,3706.85,2022-03,nrowland@clarke.info,(978)438-5536x6896,26,18,Beta,2020-09-16,Yes,9,979.68,2025-06-27 11:27:22,Away sing meeting debate attorney beat.,Offline,Elite Trainer,CD09-AT
2623,Scott Skinner,Central,59,9,7148.02,2023-06,nwhite@castro-potter.com,816.382.0970,44,11,Alpha,2024-07-04,No,8,476.92,2025-05-14 08:31:13,Not surface know common share energy treatment.,Hybrid,Certified Seller,CD09-AT
2624,Cheryl Williams,North,100,13,7811.38,2023-07,sdelgado@mitchell-thomas.info,329.134.2298,26,17,Beta,2022-10-23,No,7,882.07,2025-04-05 07:06:45,Allow by rather fact from attention just.,Hybrid,None,CD03-ML
2625,Daniel Griffin,North,90,1,4679.81,2022-06,haleamber@thomas.biz,+1-602-769-8442x3302,41,16,Gamma,2021-05-28,Yes,9,352.45,2025-03-04 14:05:25,Strategy each Congress writer fly.,Online,None,CD07-DO
2626,Terry Mason,Central,46,19,6244.05,2022-09,penny51@franklin-hill.com,+1-146-412-4473x533,25,17,Alpha,2021-10-07,No,7,621.31,2025-04-03 21:55:52,Space ago phone provide speech similar hour home.,Offline,None,CD09-AT
2627,Alexis Gibson,East,37,22,9388.33,2023-06,steven49@yahoo.com,211.532.5022,30,19,Gamma,2024-04-19,No,8,623.52,2025-05-22 02:25:53,Listen its southern laugh several.,Offline,Certified Seller,CD04-DA
2628,Matthew Kramer,West,83,16,9868.89,2023-12,bparker@schneider.com,(202)904-2105x487,30,17,Beta,2021-01-25,Yes,9,945.61,2025-06-11 08:23:38,Name interesting make it question yourself.,Hybrid,Elite Trainer,CD02-AI
2629,Terry Ray,West,22,11,7939.04,2024-12,bradleyfigueroa@yahoo.com,(000)055-0430,40,12,Beta,2023-05-16,Yes,1,383.99,2025-05-29 05:30:27,Effort mouth building word less up hot.,Online,None,CD08-CS
2630,Edward Anderson,South,82,43,7076.89,2023-10,mitchellmatthew@yahoo.com,8658872007,43,19,Gamma,2021-12-10,No,8,183.12,2025-06-05 03:27:25,Fish high west whom.,Online,Elite Trainer,CD09-AT
2631,Eric Perez,East,51,6,9464.48,2022-10,dominiqueandrade@rogers-vega.com,+1-174-811-3716x13408,44,13,Beta,2021-04-07,No,7,566.61,2025-02-22 07:09:50,Enter enjoy old meeting history.,Hybrid,Certified Seller,CD03-ML
2632,Brandon Roberson,East,96,6,7378.4,2022-02,joannaturner@le.org,(070)813-6868x90190,31,12,Gamma,2024-03-15,Yes,8,600.8,2025-07-18 18:24:06,After south much reach.,Hybrid,Certified Seller,CD04-DA
2633,Ronald Fuller,South,34,22,8985.33,2022-10,xclark@gmail.com,0420999841,40,6,Beta,2022-11-10,Yes,3,125.36,2025-05-18 09:49:53,Such matter treatment wide sort.,Offline,None,CD05-FS
2634,Victor Cook,North,94,36,9338.5,2024-05,alyssahawkins@campos.com,+1-501-426-9458x322,23,20,Beta,2022-02-28,Yes,4,510.76,2025-03-07 12:57:27,Sense job you billion him arm.,Online,Certified Seller,CD05-FS
2635,Christina Zuniga,South,21,20,1650.92,2023-07,travischristopher@yahoo.com,154-968-6403x6745,40,17,Alpha,2024-04-19,No,10,964.83,2025-05-07 20:01:15,Individual total dinner lay energy meeting loss.,Offline,Certified Seller,CD04-DA
2636,Maria Davis,North,16,38,1051.55,2024-07,vmunoz@knight.com,+1-854-992-0361x82478,42,13,Gamma,2023-06-25,No,7,162.31,2025-05-15 08:59:51,Career me bar kitchen food him interesting five.,Online,Elite Trainer,CD03-ML
2637,William Garza,North,58,22,2983.17,2022-07,craig91@duncan-cook.com,001-609-112-4071x9516,36,3,Beta,2020-10-19,Yes,3,641.48,2025-04-29 00:05:34,Research maintain wall your dark hand speech.,Offline,Certified Seller,CD04-DA
2638,Emily Vazquez,Central,30,34,3409.68,2023-04,xmartin@webster.biz,920-635-8931,23,17,Gamma,2022-08-29,No,8,335.67,2025-02-24 12:39:46,Goal responsibility both range individual break.,Online,None,CD09-AT
2639,David Brown,Central,16,42,5619.99,2023-10,bsanchez@hotmail.com,(281)651-4535,25,20,Beta,2023-03-07,Yes,7,196.4,2025-01-31 04:35:39,Account hundred sell note.,Offline,Elite Trainer,CD02-AI
2640,Brittany Tate,South,25,2,6418.6,2024-01,johnsondonna@torres.info,027-494-2241x78013,47,16,Gamma,2022-09-05,Yes,7,565.9,2025-04-27 20:29:46,Trade truth create allow month affect about.,Hybrid,Certified Seller,CD08-CS
2641,Diana Rowe DDS,East,56,35,3204.83,2023-02,blackcameron@gmail.com,883.844.8825x380,26,10,Alpha,2021-07-15,Yes,7,991.7,2025-04-20 01:03:49,Health tonight visit across season approach able.,Hybrid,Certified Seller,CD01-DS
2642,Rebecca Bean,East,34,42,4763.94,2022-03,christopher61@arias.com,569.284.1752,49,10,Gamma,2022-07-30,No,10,917.33,2025-06-13 07:58:29,However study probably fire value away.,Offline,Certified Seller,CD02-AI
2643,Douglas Webb,West,20,48,1255.82,2023-03,pdeleon@yahoo.com,031.533.0658,24,9,Alpha,2023-04-25,Yes,8,763.31,2025-07-07 08:02:30,Involve care population.,Offline,Certified Seller,CD01-DS
2644,Kayla Hill,West,37,16,8703.66,2022-08,lynn80@arnold.com,001-299-165-4713,34,9,Beta,2022-10-20,Yes,3,413.29,2025-02-06 23:31:36,Happen fact small or.,Offline,Elite Trainer,CD05-FS
2645,Catherine Clay,South,85,35,7605.62,2023-12,griffinmartha@hotmail.com,471.930.6457,24,8,Alpha,2022-07-30,Yes,1,987.88,2025-03-24 04:14:18,Right recent future hold.,Hybrid,Elite Trainer,CD02-AI
2646,Michael Dawson,West,10,5,4955.11,2023-09,amy04@hotmail.com,181.764.1833,26,15,Beta,2024-01-10,No,7,841.97,2025-06-24 13:11:19,Media letter particularly say entire time.,Hybrid,Certified Seller,CD06-CC
2647,Anne Gonzalez,West,20,43,7256.49,2022-11,gillespiepaul@gmail.com,+1-001-559-1208x55134,46,18,Alpha,2023-05-26,Yes,3,320.85,2025-06-08 14:15:03,Various deal middle tonight sit direction.,Offline,None,CD01-DS
2648,Mikayla Watts,South,74,37,4356.41,2024-12,trevorramirez@allen-jenkins.biz,001-368-994-5955x21438,43,12,Gamma,2021-07-21,Yes,9,427.44,2025-07-15 12:12:16,Military find left.,Online,Certified Seller,CD06-CC
2649,Jessica Webster,West,94,7,5867.47,2023-03,catherinetorres@fowler.biz,+1-976-352-3662x185,22,12,Beta,2021-05-17,No,1,492.3,2025-05-30 03:05:04,Property stock plan high reduce perform mention issue.,Hybrid,Elite Trainer,CD09-AT
2650,Julie Bowen,Central,59,6,8513.5,2024-06,hornevictoria@hotmail.com,(930)082-6363x427,22,11,Alpha,2021-06-24,Yes,3,284.85,2025-05-31 06:56:41,However ever piece clear unit way.,Offline,Certified Seller,CD05-FS
2651,Taylor Williams,South,73,13,5810.54,2023-10,tylerpetersen@hotmail.com,001-171-949-6421,30,8,Alpha,2023-12-04,Yes,2,971.64,2025-06-24 13:20:36,Form body step behavior window arm manage.,Offline,None,CD04-DA
2652,Cheryl Green,Central,81,35,5493.87,2022-11,abrown@hotmail.com,(203)703-0804x507,34,11,Gamma,2021-05-02,No,6,159.29,2025-05-09 10:50:39,Hold view find tree thousand company.,Offline,Certified Seller,CD03-ML
2653,Emily Zuniga,West,66,27,1039.77,2024-09,meyersamantha@yahoo.com,123-431-4384x8322,39,15,Alpha,2022-04-15,Yes,1,377.12,2025-02-08 18:02:59,Officer at agree call morning service company ten.,Hybrid,Elite Trainer,CD01-DS
2654,Shawn Farley,North,78,7,7083.97,2024-01,cabrerabrian@ochoa-nielsen.biz,895-338-1113,39,19,Beta,2022-03-12,Yes,1,662.04,2025-05-01 19:34:48,Out production personal perhaps.,Offline,Certified Seller,CD09-AT
2655,Bobby Snyder,Central,49,26,3091.84,2024-06,anthony69@dominguez.com,+1-868-147-1619x7666,47,14,Beta,2022-08-27,No,2,530.59,2025-04-09 16:08:18,Soldier degree financial issue economy policy service through.,Hybrid,Certified Seller,CD08-CS
2656,Michael Saunders,East,58,43,2818.54,2022-01,xkelley@yahoo.com,001-172-334-3724,35,5,Beta,2021-08-14,Yes,2,520.16,2025-02-03 02:02:52,Type fund answer bill history school.,Hybrid,Elite Trainer,CD04-DA
2657,Hailey Gonzalez,North,23,8,4628.28,2024-01,bacosta@jackson.com,(870)243-9486x58322,46,15,Alpha,2022-01-19,No,2,835.87,2025-03-11 17:32:38,Nation show doctor animal.,Offline,Certified Seller,CD06-CC
2658,Samuel Arellano,Central,50,32,4941.94,2024-11,alyssa83@hotmail.com,001-209-134-1651x1280,28,13,Alpha,2024-06-06,Yes,2,583.81,2025-06-18 14:27:37,Value clearly campaign thing crime everyone.,Offline,Certified Seller,CD02-AI
2659,Kenneth Hanson,East,68,30,6018.74,2022-09,laura95@rodriguez-jones.org,906-282-1907,43,18,Alpha,2022-07-07,No,9,299.85,2025-05-17 10:29:24,Way add yeah performance doctor member young.,Hybrid,None,CD09-AT
2660,Margaret Knight,East,40,27,9717.39,2022-03,lindsaycarey@harris-gomez.com,3647895461,28,20,Beta,2021-09-19,No,6,846.86,2025-05-04 09:32:22,Whom organization concern what set become.,Offline,None,CD03-ML
2661,Matthew Williams,North,93,27,4574.33,2024-09,ssmith@hotmail.com,8000189134,24,5,Alpha,2020-08-14,No,1,449.42,2025-03-12 20:16:42,Great eat bag response option practice.,Offline,Certified Seller,CD02-AI
2662,Alice Blair,South,41,35,5449.08,2023-06,scottlance@yahoo.com,183-012-2634,45,14,Alpha,2022-07-20,No,4,218.24,2025-06-23 10:58:14,Us kid may relationship benefit.,Hybrid,None,CD01-DS
2663,Kelli Young,Central,27,6,3992.41,2024-12,oallison@smith.com,674-233-5472x3845,25,1,Alpha,2023-07-27,No,1,285.02,2025-02-24 16:25:12,Training month suffer about no.,Offline,None,CD07-DO
2664,Michael Ramirez,North,46,29,6127.03,2024-04,vincent65@gmail.com,210-092-9797,29,17,Beta,2022-11-22,Yes,3,602.99,2025-07-21 11:49:08,Camera model dog treat.,Online,None,CD02-AI
2665,Kerry Carter,South,48,18,6593.84,2022-06,nelsonmichael@hughes.com,+1-907-737-6112x142,41,10,Beta,2022-07-04,No,8,692.21,2025-07-11 05:08:59,Especially threat until boy expert support.,Online,Elite Trainer,CD01-DS
2666,Kendra Ortega,East,52,11,2471.4,2022-11,millerjames@medina.com,935-189-2920x2628,34,18,Alpha,2021-06-29,No,9,443.07,2025-04-25 21:28:34,Big others hospital turn art thank grow.,Offline,Certified Seller,CD06-CC
2667,Jeffrey Hughes,Central,85,43,3168.58,2023-04,zrobinson@yahoo.com,001-034-324-6111x18156,22,7,Gamma,2023-02-09,No,2,969.3,2025-01-29 01:59:51,Color friend yard election speak town.,Online,Certified Seller,CD03-ML
2668,Jason Davis,West,17,14,6227.25,2024-04,derrick28@gmail.com,(183)393-7493,41,12,Alpha,2022-04-27,No,6,412.16,2025-03-23 05:04:32,Citizen grow free yourself another true large.,Hybrid,None,CD08-CS
2669,John Clark,South,61,11,9071.14,2024-11,adamclark@gmail.com,(534)760-9428,25,0,Gamma,2022-07-27,No,3,949.21,2025-04-29 19:18:37,City store set whatever over.,Offline,Elite Trainer,CD06-CC
2670,Bryan Krause,Central,62,12,8221.28,2022-07,harrismargaret@jennings.com,+1-597-254-4901,25,19,Beta,2023-03-14,No,1,821.4,2025-02-21 11:44:08,Pressure place next call bar.,Hybrid,None,CD05-FS
2671,Karen Frazier,West,17,42,1375.52,2022-10,xavier24@thornton.net,(039)969-1078,25,6,Alpha,2021-08-19,No,7,695.48,2025-01-13 21:44:01,Today sort up subject level.,Online,Elite Trainer,CD04-DA
2672,Jeanne King,Central,57,4,7758.12,2024-12,vanessaking@gmail.com,(421)469-2837,28,19,Alpha,2021-10-13,No,1,481.46,2025-04-27 21:24:03,Describe public spend knowledge enter author.,Offline,Certified Seller,CD04-DA
2673,Dennis Parker,Central,38,37,1896.34,2024-08,kennethvasquez@yahoo.com,+1-495-290-9776x5233,30,2,Gamma,2023-04-25,Yes,7,242.83,2025-04-20 08:46:56,Set music must expect great move rich.,Hybrid,Elite Trainer,CD09-AT
2674,Kathy Long,West,22,10,9080.89,2022-02,julie22@brown.com,001-255-375-7275,22,0,Gamma,2021-09-25,No,9,441.11,2025-06-29 10:05:46,Offer skill clear within lot.,Online,None,CD01-DS
2675,Michelle Hill,Central,41,19,8835.13,2023-01,fkemp@yahoo.com,288-456-6506,50,15,Alpha,2020-08-03,No,8,835.1,2025-05-12 01:20:10,Serious series size quickly form above color wife.,Hybrid,None,CD09-AT
2676,Danielle Arnold,North,38,40,4145.37,2022-09,mary28@todd-nelson.info,001-521-764-5171,41,16,Alpha,2024-01-08,Yes,5,910.63,2025-07-24 17:28:13,Quality natural generation whom.,Online,Elite Trainer,CD01-DS
2677,Ronnie Long,East,100,7,8335.52,2023-11,julieyoder@thompson.com,+1-422-045-3598x27328,32,3,Gamma,2022-10-14,No,5,902.41,2025-01-01 03:07:12,Century along offer risk right government child.,Hybrid,Certified Seller,CD09-AT
2678,Lisa Jones,East,51,12,6891.16,2023-06,selena95@gmail.com,1538711899,31,12,Gamma,2022-03-29,No,1,994.6,2025-02-05 11:37:32,One parent Democrat industry child wait itself.,Hybrid,Elite Trainer,CD04-DA
2679,Jordan Clark,East,87,38,5840.95,2024-01,james30@hotmail.com,001-781-202-0349,33,6,Gamma,2022-11-15,Yes,9,210.55,2025-05-30 06:08:27,Keep smile probably federal several rich.,Hybrid,None,CD03-ML
2680,Amy Kim,Central,33,27,9026.79,2022-12,jessicalee@gmail.com,721.773.9433x41551,36,5,Alpha,2024-03-26,Yes,3,792.7,2025-01-17 18:53:55,Themselves woman stuff recent treat eight throughout capital.,Online,None,CD03-ML
2681,Joshua Gregory,West,79,30,8834.18,2024-04,victoriarobinson@mccoy-moore.com,073.579.3072,25,8,Alpha,2024-03-02,No,4,634.44,2025-04-03 08:11:17,Agent vote significant piece.,Offline,None,CD07-DO
2682,Robert Munoz,West,63,0,2228.56,2023-11,jamesrobert@newman.net,643.721.4637x4865,38,11,Alpha,2021-06-26,No,8,700.59,2025-01-18 07:29:40,Subject part next record call.,Online,None,CD07-DO
2683,Tiffany Swanson,South,95,47,4015.77,2023-11,kelseyfox@gmail.com,001-005-275-4457x70076,43,14,Alpha,2022-08-11,Yes,6,586.84,2025-07-26 13:30:43,Large measure when skin.,Online,None,CD04-DA
2684,Scott Fuller,South,17,12,3386.74,2022-12,natalie30@gmail.com,272-399-0934x7523,30,12,Gamma,2022-05-11,No,6,596.39,2025-07-06 05:41:17,Sort walk parent seem play easy finally.,Offline,Certified Seller,CD04-DA
2685,Austin Ford,East,37,7,9316.53,2022-08,jennifercollins@wilcox-hernandez.com,455-333-1442x09197,45,20,Gamma,2022-01-14,No,5,108.23,2025-06-01 15:09:30,Month wish case decision.,Offline,Elite Trainer,CD06-CC
2686,Whitney Guerra,South,58,46,6988.35,2024-02,katherine14@wilson.biz,001-848-963-7404x30564,37,15,Alpha,2023-08-05,No,8,413.6,2025-05-20 11:58:37,Close Mr receive feeling bank message.,Online,None,CD02-AI
2687,Ruth Sherman,West,49,17,9612.32,2024-11,frichardson@pittman-moore.com,001-201-674-6292x6518,27,11,Beta,2024-01-07,Yes,8,707.52,2025-02-21 10:30:55,Charge soon when respond music.,Offline,None,CD08-CS
2688,Scott Jones,South,30,7,1965.14,2023-01,gharris@gmail.com,736-641-7772,47,11,Gamma,2020-08-31,Yes,6,718.13,2025-05-20 00:53:55,Behind technology specific thus leader.,Offline,Certified Seller,CD08-CS
2689,Tamara Stevenson,West,54,29,4528.96,2024-03,jonesalexis@yahoo.com,072.456.1425,45,2,Gamma,2023-11-27,No,4,617.62,2025-04-22 15:13:42,Consumer race until TV still name.,Offline,Certified Seller,CD09-AT
2690,Shannon Cunningham,South,70,22,9246.96,2022-12,sandersmegan@yahoo.com,626.159.5437x98204,44,15,Beta,2020-12-17,Yes,5,113.26,2025-05-18 09:28:02,Rather yard simple growth loss natural.,Online,Certified Seller,CD09-AT
2691,Anna Armstrong,North,24,3,5920.27,2023-04,michelle90@yahoo.com,418.978.9632,28,6,Beta,2023-06-12,Yes,6,794.0,2025-01-27 09:14:58,Now yeah growth interview others explain your from.,Offline,Elite Trainer,CD02-AI
2692,Stephen Jackson,West,57,35,3975.47,2024-06,shellylopez@torres.com,001-399-168-0779x1621,37,5,Beta,2023-04-13,Yes,9,223.59,2025-05-03 23:05:14,Employee movie area into get operation tax how.,Hybrid,Elite Trainer,CD03-ML
2693,Erica Knight,West,36,37,3513.22,2023-03,thammond@smith-dudley.info,(357)520-8607,45,14,Alpha,2023-09-14,Yes,4,214.84,2025-05-01 11:01:08,Nothing two hundred vote.,Online,None,CD08-CS
2694,Kimberly Prince,North,27,26,4893.39,2024-07,luke85@boyd-perez.com,942.645.4115x599,41,11,Alpha,2022-04-04,No,1,351.93,2025-04-10 09:15:56,Your different rate door receive seven cell lead.,Online,Elite Trainer,CD06-CC
2695,Laura Gray,East,94,22,5348.52,2023-06,alyssahunter@garcia-kelly.com,7001990753,24,11,Gamma,2022-07-27,No,5,461.29,2025-03-07 21:12:35,Election available director ready risk anyone.,Hybrid,None,CD02-AI
2696,Jeffrey Carter,Central,10,18,4948.64,2024-06,maria27@anderson.com,+1-660-735-9003,23,19,Alpha,2020-10-26,No,5,145.55,2025-06-02 19:01:13,Necessary age whom beat.,Hybrid,Elite Trainer,CD08-CS
2697,Jennifer Clayton,East,29,21,5149.72,2024-06,plewis@miller.biz,608-846-3604x6035,45,10,Beta,2022-04-12,No,7,886.93,2025-02-07 01:32:18,Democrat sure dog possible.,Online,Certified Seller,CD05-FS
2698,Tristan Alexander,Central,73,12,5380.04,2023-07,tiffany97@yahoo.com,862.363.9468x90764,32,19,Gamma,2022-04-27,Yes,1,928.02,2025-03-15 18:19:44,Water draw none eat.,Hybrid,Certified Seller,CD09-AT
2699,Blake Ruiz,East,64,23,3875.27,2023-06,crosbytom@gmail.com,461-994-4442,22,12,Beta,2020-12-19,Yes,4,653.19,2025-04-02 15:10:20,Poor hand miss job let interesting.,Offline,Elite Trainer,CD05-FS
2700,Kelly Cruz,South,54,48,3252.54,2022-07,cynthiajones@yahoo.com,(025)860-3438x999,24,18,Gamma,2020-09-21,Yes,6,234.86,2025-07-24 11:27:45,Debate vote mouth color goal.,Online,Elite Trainer,CD06-CC
